id_cliente,nome_cliente,sexo,data_nascimento
2195,Cliente 2195,F,1985-10-19
2196,Cliente 2196,F,1985-10-22
2197,Cliente 2197,F,1985-10-24
2198,Cliente 2198,F,1985-10-27
2199,Cliente 2199,F,1985-10-30
2200,Cliente 2200,F,1985-11-01
2201,Cliente 2201,F,1985-11-04
2202,Cliente 2202,F,1985-11-06
2203,Cliente 2203,F,1985-11-09
2204,Cliente 2204,F,1985-11-12
2205,Cliente 2205,F,1985-11-14
2206,Cliente 2206,F,1985-11-17
2207,Cliente 2207,M,1985-11-20
2208,Cliente 2208,F,1985-11-22
2209,Cliente 2209,M,1985-11-25
2210,Cliente 2210,M,1985-11-27
2211,Cliente 2211,F,1985-11-30
2212,Cliente 2212,F,1985-12-03
2213,Cliente 2213,F,1985-12-05
2214,Cliente 2214,F,1985-12-08
2215,Cliente 2215,M,1985-12-11
2216,Cliente 2216,F,1985-12-13
2217,Cliente 2217,F,1985-12-16
2218,Cliente 2218,F,1985-12-18
2219,Cliente 2219,F,1985-12-21
2220,Cliente 2220,F,1985-12-24
2221,Cliente 2221,F,1985-12-26
2222,Cliente 2222,F,1985-12-29
2223,Cliente 2223,F,1986-01-01
2224,Cliente 2224,F,1986-01-03
2225,Cliente 2225,F,1986-01-06
2226,Cliente 2226,F,1986-01-09
2227,Cliente 2227,F,1986-01-11
2228,Cliente 2228,F,1986-01-14
2229,Cliente 2229,M,1986-01-16
2230,Cliente 2230,F,1986-01-19
2231,Cliente 2231,F,1986-01-22
2232,Cliente 2232,F,1986-01-24
2233,Cliente 2233,F,1986-01-27
2234,Cliente 2234,M,1986-01-30
2235,Cliente 2235,F,1986-02-01
2236,Cliente 2236,M,1986-02-04
2237,Cliente 2237,F,1986-02-06
2238,Cliente 2238,F,1986-02-09
2239,Cliente 2239,M,1986-02-12
2240,Cliente 2240,F,1986-02-14
2241,Cliente 2241,M,1986-02-17
2242,Cliente 2242,F,1986-02-20
2243,Cliente 2243,M,1986-02-22
2244,Cliente 2244,F,1986-02-25
2245,Cliente 2245,M,1986-02-28
2246,Cliente 2246,M,1986-03-02
2247,Cliente 2247,M,1986-03-05
2248,Cliente 2248,F,1986-03-07
2249,Cliente 2249,F,1986-03-10
2250,Cliente 2250,F,1986-03-13
2251,Cliente 2251,M,1986-03-15
2252,Cliente 2252,F,1986-03-18
2253,Cliente 2253,M,1986-03-21
2254,Cliente 2254,M,1986-03-23
2255,Cliente 2255,F,1986-03-26
2256,Cliente 2256,F,1986-03-28
2257,Cliente 2257,F,1986-03-31
2258,Cliente 2258,M,1986-04-03
2259,Cliente 2259,F,1986-04-05
2260,Cliente 2260,M,1986-04-08
2261,Cliente 2261,F,1986-04-11
2262,Cliente 2262,F,1986-04-13
2263,Cliente 2263,F,1986-04-16
2264,Cliente 2264,M,1986-04-18
2265,Cliente 2265,F,1986-04-21
2266,Cliente 2266,F,1986-04-24
2267,Cliente 2267,F,1986-04-26
2268,Cliente 2268,F,1986-04-29
2269,Cliente 2269,F,1986-05-02
2270,Cliente 2270,M,1986-05-04
2271,Cliente 2271,M,1986-05-07
2272,Cliente 2272,M,1986-05-10
2273,Cliente 2273,F,1986-05-12
2274,Cliente 2274,F,1986-05-15
2275,Cliente 2275,F,1986-05-17
2276,Cliente 2276,M,1986-05-20
2277,Cliente 2277,F,1986-05-23
2278,Cliente 2278,M,1986-05-25
2279,Cliente 2279,F,1986-05-28
2280,Cliente 2280,F,1986-05-31
2281,Cliente 2281,F,1986-06-02
2282,Cliente 2282,F,1986-06-05
2283,Cliente 2283,M,1986-06-07
2284,Cliente 2284,M,1986-06-10
2285,Cliente 2285,F,1986-06-13
2286,Cliente 2286,F,1986-06-15
2287,Cliente 2287,F,1986-06-18
2288,Cliente 2288,F,1986-06-21
2289,Cliente 2289,F,1986-06-23
2290,Cliente 2290,F,1986-06-26
2291,Cliente 2291,M,1986-06-28
2292,Cliente 2292,F,1986-07-01
2293,Cliente 2293,F,1986-07-04
2294,Cliente 2294,F,1986-07-06
2295,Cliente 2295,M,1986-07-09
2296,Cliente 2296,M,1986-07-12
2297,Cliente 2297,F,1986-07-14
2298,Cliente 2298,F,1986-07-17
2299,Cliente 2299,M,1986-07-20
2300,Cliente 2300,M,1986-07-22
2301,Cliente 2301,M,1986-07-25
2302,Cliente 2302,M,1986-07-27
2303,Cliente 2303,F,1986-07-30
2304,Cliente 2304,F,1986-08-02
2305,Cliente 2305,F,1986-08-04
2306,Cliente 2306,F,1986-08-07
2307,Cliente 2307,F,1986-08-10
2308,Cliente 2308,F,1986-08-12
2309,Cliente 2309,M,1986-08-15
2310,Cliente 2310,M,1986-08-17
2311,Cliente 2311,M,1986-08-20
2312,Cliente 2312,M,1986-08-23
2313,Cliente 2313,F,1986-08-25
2314,Cliente 2314,F,1986-08-28
2315,Cliente 2315,M,1986-08-31
2316,Cliente 2316,F,1986-09-02
2317,Cliente 2317,F,1986-09-05
2318,Cliente 2318,M,1986-09-08
2319,Cliente 2319,F,1986-09-10
2320,Cliente 2320,F,1986-09-13
2321,Cliente 2321,F,1986-09-15
2322,Cliente 2322,F,1986-09-18
2323,Cliente 2323,M,1986-09-21
2324,Cliente 2324,F,1986-09-23
2325,Cliente 2325,M,1986-09-26
2326,Cliente 2326,F,1986-09-29
2327,Cliente 2327,F,1986-10-01
2328,Cliente 2328,M,1986-10-04
2329,Cliente 2329,M,1986-10-06
2330,Cliente 2330,M,1986-10-09
2331,Cliente 2331,M,1986-10-12
2332,Cliente 2332,M,1986-10-14
2333,Cliente 2333,F,1986-10-17
2334,Cliente 2334,F,1986-10-20
2335,Cliente 2335,F,1986-10-22
2336,Cliente 2336,F,1986-10-25
2337,Cliente 2337,F,1986-10-27
2338,Cliente 2338,F,1986-10-30
2339,Cliente 2339,F,1986-11-02
2340,Cliente 2340,M,1986-11-04
2341,Cliente 2341,F,1986-11-07
2342,Cliente 2342,F,1986-11-10
2343,Cliente 2343,M,1986-11-12
2344,Cliente 2344,F,1986-11-15
2345,Cliente 2345,F,1986-11-18
2346,Cliente 2346,F,1986-11-20
2347,Cliente 2347,M,1986-11-23
2348,Cliente 2348,F,1986-11-25
2349,Cliente 2349,F,1986-11-28
2350,Cliente 2350,F,1986-12-01
2351,Cliente 2351,M,1986-12-03
2352,Cliente 2352,M,1986-12-06
2353,Cliente 2353,F,1986-12-09
2354,Cliente 2354,F,1986-12-11
2355,Cliente 2355,F,1986-12-14
2356,Cliente 2356,F,1986-12-16
2357,Cliente 2357,M,1986-12-19
2358,Cliente 2358,F,1986-12-22
2359,Cliente 2359,F,1986-12-24
2360,Cliente 2360,F,1986-12-27
2361,Cliente 2361,F,1986-12-30
2362,Cliente 2362,F,1987-01-01
2363,Cliente 2363,F,1987-01-04
2364,Cliente 2364,F,1987-01-06
2365,Cliente 2365,F,1987-01-09
2366,Cliente 2366,M,1987-01-12
2367,Cliente 2367,F,1987-01-14
2368,Cliente 2368,F,1987-01-17
2369,Cliente 2369,F,1987-01-20
2370,Cliente 2370,M,1987-01-22
2371,Cliente 2371,F,1987-01-25
2372,Cliente 2372,F,1987-01-28
2373,Cliente 2373,F,1987-01-30
2374,Cliente 2374,F,1987-02-02
2375,Cliente 2375,F,1987-02-04
2376,Cliente 2376,M,1987-02-07
2377,Cliente 2377,F,1987-02-10
2378,Cliente 2378,M,1987-02-12
2379,Cliente 2379,M,1987-02-15
2380,Cliente 2380,M,1987-02-18
2381,Cliente 2381,M,1987-02-20
2382,Cliente 2382,F,1987-02-23
2383,Cliente 2383,F,1987-02-25
2384,Cliente 2384,F,1987-02-28
2385,Cliente 2385,F,1987-03-03
2386,Cliente 2386,F,1987-03-05
2387,Cliente 2387,M,1987-03-08
2388,Cliente 2388,F,1987-03-11
2389,Cliente 2389,M,1987-03-13
2390,Cliente 2390,F,1987-03-16
2391,Cliente 2391,M,1987-03-19
2392,Cliente 2392,M,1987-03-21
2393,Cliente 2393,F,1987-03-24
2394,Cliente 2394,F,1987-03-26
2395,Cliente 2395,F,1987-03-29
2396,Cliente 2396,M,1987-04-01
2397,Cliente 2397,M,1987-04-03
2398,Cliente 2398,F,1987-04-06
2399,Cliente 2399,F,1987-04-09
2400,Cliente 2400,F,1987-04-11
2401,Cliente 2401,M,1987-04-14
2402,Cliente 2402,M,1987-04-16
2403,Cliente 2403,M,1987-04-19
2404,Cliente 2404,F,1987-04-22
2405,Cliente 2405,F,1987-04-24
2406,Cliente 2406,M,1987-04-27
2407,Cliente 2407,F,1987-04-30
2408,Cliente 2408,F,1987-05-02
2409,Cliente 2409,M,1987-05-05
2410,Cliente 2410,F,1987-05-07
2411,Cliente 2411,F,1987-05-10
2412,Cliente 2412,F,1987-05-13
2413,Cliente 2413,F,1987-05-15
2414,Cliente 2414,M,1987-05-18
2415,Cliente 2415,F,1987-05-21
2416,Cliente 2416,F,1987-05-23
2417,Cliente 2417,M,1987-05-26
2418,Cliente 2418,F,1987-05-29
2419,Cliente 2419,F,1987-05-31
2420,Cliente 2420,F,1987-06-03
2421,Cliente 2421,M,1987-06-05
2422,Cliente 2422,M,1987-06-08
2423,Cliente 2423,F,1987-06-11
2424,Cliente 2424,F,1987-06-13
2425,Cliente 2425,M,1987-06-16
2426,Cliente 2426,F,1987-06-19
2427,Cliente 2427,F,1987-06-21
2428,Cliente 2428,F,1987-06-24
2429,Cliente 2429,F,1987-06-26
2430,Cliente 2430,M,1987-06-29
2431,Cliente 2431,F,1987-07-02
2432,Cliente 2432,F,1987-07-04
2433,Cliente 2433,M,1987-07-07
2434,Cliente 2434,F,1987-07-10
2435,Cliente 2435,F,1987-07-12
2436,Cliente 2436,M,1987-07-15
2437,Cliente 2437,F,1987-07-17
2438,Cliente 2438,F,1987-07-20
2439,Cliente 2439,F,1987-07-23
2440,Cliente 2440,F,1987-07-25
2441,Cliente 2441,F,1987-07-28
2442,Cliente 2442,F,1987-07-31
2443,Cliente 2443,M,1987-08-02
2444,Cliente 2444,F,1987-08-05
2445,Cliente 2445,M,1987-08-08
2446,Cliente 2446,F,1987-08-10
2447,Cliente 2447,F,1987-08-13
2448,Cliente 2448,F,1987-08-15
2449,Cliente 2449,M,1987-08-18
2450,Cliente 2450,M,1987-08-21
2451,Cliente 2451,F,1987-08-23
2452,Cliente 2452,F,1987-08-26
2453,Cliente 2453,F,1987-08-29
2454,Cliente 2454,F,1987-08-31
2455,Cliente 2455,F,1987-09-03
2456,Cliente 2456,F,1987-09-05
2457,Cliente 2457,F,1987-09-08
2458,Cliente 2458,M,1987-09-11
2459,Cliente 2459,M,1987-09-13
2460,Cliente 2460,F,1987-09-16
2461,Cliente 2461,F,1987-09-19
2462,Cliente 2462,F,1987-09-21
2463,Cliente 2463,F,1987-09-24
2464,Cliente 2464,F,1987-09-27
2465,Cliente 2465,F,1987-09-29
2466,Cliente 2466,F,1987-10-02
2467,Cliente 2467,F,1987-10-04
2468,Cliente 2468,F,1987-10-07
2469,Cliente 2469,F,1987-10-10
2470,Cliente 2470,F,1987-10-12
2471,Cliente 2471,F,1987-10-15
2472,Cliente 2472,M,1987-10-18
2473,Cliente 2473,F,1987-10-20
2474,Cliente 2474,F,1987-10-23
2475,Cliente 2475,F,1987-10-25
2476,Cliente 2476,F,1987-10-28
2477,Cliente 2477,F,1987-10-31
2478,Cliente 2478,F,1987-11-02
2479,Cliente 2479,F,1987-11-05
2480,Cliente 2480,F,1987-11-08
2481,Cliente 2481,M,1987-11-10
2482,Cliente 2482,M,1987-11-13
2483,Cliente 2483,F,1987-11-15
2484,Cliente 2484,M,1987-11-18
2485,Cliente 2485,F,1987-11-21
2486,Cliente 2486,M,1987-11-23
2487,Cliente 2487,F,1987-11-26
2488,Cliente 2488,F,1987-11-29
2489,Cliente 2489,F,1987-12-01
2490,Cliente 2490,F,1987-12-04
2491,Cliente 2491,F,1987-12-07
2492,Cliente 2492,F,1987-12-09
2493,Cliente 2493,F,1987-12-12
2494,Cliente 2494,F,1987-12-14
2495,Cliente 2495,F,1987-12-17
2496,Cliente 2496,M,1987-12-20
2497,Cliente 2497,F,1987-12-22
2498,Cliente 2498,M,1987-12-25
2499,Cliente 2499,F,1987-12-28
2500,Cliente 2500,F,1987-12-30
2501,Cliente 2501,F,1988-01-02
2502,Cliente 2502,F,1988-01-04
2503,Cliente 2503,F,1988-01-07
2504,Cliente 2504,F,1988-01-10
2505,Cliente 2505,M,1988-01-12
2506,Cliente 2506,F,1988-01-15
2507,Cliente 2507,F,1988-01-18
2508,Cliente 2508,F,1988-01-20
2509,Cliente 2509,M,1988-01-23
2510,Cliente 2510,F,1988-01-25
2511,Cliente 2511,F,1988-01-28
2512,Cliente 2512,F,1988-01-31
2513,Cliente 2513,F,1988-02-02
2514,Cliente 2514,F,1988-02-05
2515,Cliente 2515,F,1988-02-08
2516,Cliente 2516,M,1988-02-10
2517,Cliente 2517,M,1988-02-13
2518,Cliente 2518,F,1988-02-16
2519,Cliente 2519,F,1988-02-18
2520,Cliente 2520,M,1988-02-21
2521,Cliente 2521,F,1988-02-23
2522,Cliente 2522,M,1988-02-26
2523,Cliente 2523,F,1988-02-29
2524,Cliente 2524,M,1988-03-02
2525,Cliente 2525,M,1988-03-05
2526,Cliente 2526,F,1988-03-08
2527,Cliente 2527,F,1988-03-10
2528,Cliente 2528,M,1988-03-13
2529,Cliente 2529,M,1988-03-15
2530,Cliente 2530,F,1988-03-18
2531,Cliente 2531,F,1988-03-21
2532,Cliente 2532,F,1988-03-23
2533,Cliente 2533,F,1988-03-26
2534,Cliente 2534,M,1988-03-29
2535,Cliente 2535,M,1988-03-31
2536,Cliente 2536,F,1988-04-03
2537,Cliente 2537,M,1988-04-05
2538,Cliente 2538,M,1988-04-08
2539,Cliente 2539,F,1988-04-11
2540,Cliente 2540,M,1988-04-13
2541,Cliente 2541,F,1988-04-16
2542,Cliente 2542,M,1988-04-19
2543,Cliente 2543,F,1988-04-21
2544,Cliente 2544,F,1988-04-24
2545,Cliente 2545,M,1988-04-27
2546,Cliente 2546,M,1988-04-29
2547,Cliente 2547,F,1988-05-02
2548,Cliente 2548,F,1988-05-04
2549,Cliente 2549,F,1988-05-07
2550,Cliente 2550,F,1988-05-10
2551,Cliente 2551,F,1988-05-12
2552,Cliente 2552,F,1988-05-15
2553,Cliente 2553,F,1988-05-18
2554,Cliente 2554,M,1988-05-20
2555,Cliente 2555,F,1988-05-23
2556,Cliente 2556,M,1988-05-25
2557,Cliente 2557,F,1988-05-28
2558,Cliente 2558,F,1988-05-31
2559,Cliente 2559,M,1988-06-02
2560,Cliente 2560,M,1988-06-05
2561,Cliente 2561,M,1988-06-08
2562,Cliente 2562,M,1988-06-10
2563,Cliente 2563,F,1988-06-13
2564,Cliente 2564,M,1988-06-16
2565,Cliente 2565,F,1988-06-18
2566,Cliente 2566,F,1988-06-21
2567,Cliente 2567,F,1988-06-23
2568,Cliente 2568,F,1988-06-26
2569,Cliente 2569,F,1988-06-29
2570,Cliente 2570,M,1988-07-01
2571,Cliente 2571,F,1988-07-04
2572,Cliente 2572,M,1988-07-07
2573,Cliente 2573,F,1988-07-09
2574,Cliente 2574,F,1988-07-12
2575,Cliente 2575,F,1988-07-14
2576,Cliente 2576,M,1988-07-17
2577,Cliente 2577,F,1988-07-20
2578,Cliente 2578,M,1988-07-22
2579,Cliente 2579,M,1988-07-25
2580,Cliente 2580,F,1988-07-28
2581,Cliente 2581,F,1988-07-30
2582,Cliente 2582,F,1988-08-02
2583,Cliente 2583,F,1988-08-04
2584,Cliente 2584,M,1988-08-07
2585,Cliente 2585,M,1988-08-10
2586,Cliente 2586,F,1988-08-12
2587,Cliente 2587,F,1988-08-15
2588,Cliente 2588,F,1988-08-18
2589,Cliente 2589,F,1988-08-20
2590,Cliente 2590,F,1988-08-23
2591,Cliente 2591,M,1988-08-26
2592,Cliente 2592,F,1988-08-28
2593,Cliente 2593,M,1988-08-31
2594,Cliente 2594,M,1988-09-02
2595,Cliente 2595,F,1988-09-05
2596,Cliente 2596,F,1988-09-08
2597,Cliente 2597,F,1988-09-10
2598,Cliente 2598,F,1988-09-13
2599,Cliente 2599,F,1988-09-16
2600,Cliente 2600,F,1988-09-18
2601,Cliente 2601,F,1988-09-21
2602,Cliente 2602,F,1988-09-23
2603,Cliente 2603,F,1988-09-26
2604,Cliente 2604,M,1988-09-29
2605,Cliente 2605,F,1988-10-01
2606,Cliente 2606,F,1988-10-04
2607,Cliente 2607,F,1988-10-07
2608,Cliente 2608,F,1988-10-09
2609,Cliente 2609,M,1988-10-12
2610,Cliente 2610,F,1988-10-14
2611,Cliente 2611,M,1988-10-17
2612,Cliente 2612,F,1988-10-20
2613,Cliente 2613,F,1988-10-22
2614,Cliente 2614,F,1988-10-25
2615,Cliente 2615,F,1988-10-28
2616,Cliente 2616,M,1988-10-30
2617,Cliente 2617,M,1988-11-02
2618,Cliente 2618,F,1988-11-05
2619,Cliente 2619,M,1988-11-07
2620,Cliente 2620,F,1988-11-10
2621,Cliente 2621,F,1988-11-12
2622,Cliente 2622,F,1988-11-15
2623,Cliente 2623,F,1988-11-18
2624,Cliente 2624,F,1988-11-20
2625,Cliente 2625,F,1988-11-23
2626,Cliente 2626,M,1988-11-26
2627,Cliente 2627,F,1988-11-28
2628,Cliente 2628,F,1988-12-01
2629,Cliente 2629,F,1988-12-03
2630,Cliente 2630,M,1988-12-06
2631,Cliente 2631,M,1988-12-09
2632,Cliente 2632,F,1988-12-11
2633,Cliente 2633,F,1988-12-14
2634,Cliente 2634,F,1988-12-17
2635,Cliente 2635,M,1988-12-19
2636,Cliente 2636,M,1988-12-22
2637,Cliente 2637,M,1988-12-25
2638,Cliente 2638,M,1988-12-27
2639,Cliente 2639,F,1988-12-30
2640,Cliente 2640,F,1989-01-01
2641,Cliente 2641,M,1989-01-04
2642,Cliente 2642,M,1989-01-07
2643,Cliente 2643,F,1989-01-09
2644,Cliente 2644,M,1989-01-12
2645,Cliente 2645,F,1989-01-15
2646,Cliente 2646,M,1989-01-17
2647,Cliente 2647,F,1989-01-20
2648,Cliente 2648,F,1989-01-22
2649,Cliente 2649,F,1989-01-25
2650,Cliente 2650,F,1989-01-28
2651,Cliente 2651,F,1989-01-30
2652,Cliente 2652,F,1989-02-02
2653,Cliente 2653,M,1989-02-05
2654,Cliente 2654,F,1989-02-07
2655,Cliente 2655,F,1989-02-10
2656,Cliente 2656,F,1989-02-12
2657,Cliente 2657,F,1989-02-15
2658,Cliente 2658,M,1989-02-18
2659,Cliente 2659,M,1989-02-20
2660,Cliente 2660,M,1989-02-23
2661,Cliente 2661,M,1989-02-26
2662,Cliente 2662,M,1989-02-28
2663,Cliente 2663,F,1989-03-03
2664,Cliente 2664,F,1989-03-06
2665,Cliente 2665,F,1989-03-08
2666,Cliente 2666,M,1989-03-11
2667,Cliente 2667,F,1989-03-13
2668,Cliente 2668,M,1989-03-16
2669,Cliente 2669,M,1989-03-19
2670,Cliente 2670,F,1989-03-21
2671,Cliente 2671,M,1989-03-24
2672,Cliente 2672,F,1989-03-27
2673,Cliente 2673,F,1989-03-29
2674,Cliente 2674,F,1989-04-01
2675,Cliente 2675,F,1989-04-03
2676,Cliente 2676,F,1989-04-06
2677,Cliente 2677,F,1989-04-09
2678,Cliente 2678,F,1989-04-11
2679,Cliente 2679,M,1989-04-14
2680,Cliente 2680,F,1989-04-17
2681,Cliente 2681,F,1989-04-19
2682,Cliente 2682,F,1989-04-22
2683,Cliente 2683,F,1989-04-24
2684,Cliente 2684,M,1989-04-27
2685,Cliente 2685,F,1989-04-30
2686,Cliente 2686,F,1989-05-02
2687,Cliente 2687,F,1989-05-05
2688,Cliente 2688,F,1989-05-08
2689,Cliente 2689,F,1989-05-10
2690,Cliente 2690,F,1989-05-13
2691,Cliente 2691,M,1989-05-16
2692,Cliente 2692,F,1989-05-18
2693,Cliente 2693,F,1989-05-21
2694,Cliente 2694,F,1989-05-23
2695,Cliente 2695,F,1989-05-26
2696,Cliente 2696,F,1989-05-29
2697,Cliente 2697,F,1989-05-31
2698,Cliente 2698,F,1989-06-03
2699,Cliente 2699,F,1989-06-06
2700,Cliente 2700,M,1989-06-08
2701,Cliente 2701,F,1989-06-11
2702,Cliente 2702,F,1989-06-13
2703,Cliente 2703,M,1989-06-16
2704,Cliente 2704,F,1989-06-19
2705,Cliente 2705,F,1989-06-21
2706,Cliente 2706,F,1989-06-24
2707,Cliente 2707,M,1989-06-27
2708,Cliente 2708,F,1989-06-29
2709,Cliente 2709,F,1989-07-02
2710,Cliente 2710,M,1989-07-05
2711,Cliente 2711,F,1989-07-07
2712,Cliente 2712,F,1989-07-10
2713,Cliente 2713,M,1989-07-12
2714,Cliente 2714,F,1989-07-15
2715,Cliente 2715,F,1989-07-18
2716,Cliente 2716,F,1989-07-20
2717,Cliente 2717,F,1989-07-23
2718,Cliente 2718,F,1989-07-26
2719,Cliente 2719,M,1989-07-28
2720,Cliente 2720,F,1989-07-31
2721,Cliente 2721,M,1989-08-02
2722,Cliente 2722,F,1989-08-05
2723,Cliente 2723,M,1989-08-08
2724,Cliente 2724,F,1989-08-10
2725,Cliente 2725,F,1989-08-13
2726,Cliente 2726,F,1989-08-16
2727,Cliente 2727,M,1989-08-18
2728,Cliente 2728,F,1989-08-21
2729,Cliente 2729,M,1989-08-23
2730,Cliente 2730,M,1989-08-26
2731,Cliente 2731,F,1989-08-29
2732,Cliente 2732,F,1989-08-31
2733,Cliente 2733,F,1989-09-03
2734,Cliente 2734,F,1989-09-06
2735,Cliente 2735,F,1989-09-08
2736,Cliente 2736,M,1989-09-11
2737,Cliente 2737,F,1989-09-14
2738,Cliente 2738,F,1989-09-16
2739,Cliente 2739,M,1989-09-19
2740,Cliente 2740,M,1989-09-21
2741,Cliente 2741,F,1989-09-24
2742,Cliente 2742,F,1989-09-27
2743,Cliente 2743,F,1989-09-29
2744,Cliente 2744,F,1989-10-02
2745,Cliente 2745,F,1989-10-05
2746,Cliente 2746,F,1989-10-07
2747,Cliente 2747,F,1989-10-10
2748,Cliente 2748,F,1989-10-12
2749,Cliente 2749,F,1989-10-15
2750,Cliente 2750,F,1989-10-18
2751,Cliente 2751,M,1989-10-20
2752,Cliente 2752,M,1989-10-23
2753,Cliente 2753,F,1989-10-26
2754,Cliente 2754,F,1989-10-28
2755,Cliente 2755,M,1989-10-31
2756,Cliente 2756,F,1989-11-02
2757,Cliente 2757,F,1989-11-05
2758,Cliente 2758,M,1989-11-08
2759,Cliente 2759,F,1989-11-10
2760,Cliente 2760,F,1989-11-13
2761,Cliente 2761,F,1989-11-16
2762,Cliente 2762,F,1989-11-18
2763,Cliente 2763,M,1989-11-21
2764,Cliente 2764,M,1989-11-24
2765,Cliente 2765,F,1989-11-26
2766,Cliente 2766,F,1989-11-29
2767,Cliente 2767,F,1989-12-01
2768,Cliente 2768,M,1989-12-04
2769,Cliente 2769,F,1989-12-07
2770,Cliente 2770,F,1989-12-09
2771,Cliente 2771,F,1989-12-12
2772,Cliente 2772,F,1989-12-15
2773,Cliente 2773,F,1989-12-17
2774,Cliente 2774,F,1989-12-20
2775,Cliente 2775,M,1989-12-22
2776,Cliente 2776,F,1989-12-25
2777,Cliente 2777,F,1989-12-28
2778,Cliente 2778,F,1989-12-30
2779,Cliente 2779,F,1990-01-02
2780,Cliente 2780,F,1990-01-05
2781,Cliente 2781,F,1990-01-07
2782,Cliente 2782,F,1990-01-10
2783,Cliente 2783,M,1990-01-13
2784,Cliente 2784,F,1990-01-15
2785,Cliente 2785,F,1990-01-18
2786,Cliente 2786,F,1990-01-20
2787,Cliente 2787,M,1990-01-23
2788,Cliente 2788,F,1990-01-26
2789,Cliente 2789,F,1990-01-28
2790,Cliente 2790,F,1990-01-31
2791,Cliente 2791,F,1990-02-03
2792,Cliente 2792,M,1990-02-05
2793,Cliente 2793,M,1990-02-08
2794,Cliente 2794,M,1990-02-10
2795,Cliente 2795,M,1990-02-13
2796,Cliente 2796,F,1990-02-16
2797,Cliente 2797,F,1990-02-18
2798,Cliente 2798,F,1990-02-21
2799,Cliente 2799,M,1990-02-24
2800,Cliente 2800,F,1990-02-26
2801,Cliente 2801,F,1990-03-01
2802,Cliente 2802,F,1990-03-03
2803,Cliente 2803,M,1990-03-06
2804,Cliente 2804,F,1990-03-09
2805,Cliente 2805,M,1990-03-11
2806,Cliente 2806,F,1990-03-14
2807,Cliente 2807,F,1990-03-17
2808,Cliente 2808,M,1990-03-19
2809,Cliente 2809,F,1990-03-22
2810,Cliente 2810,M,1990-03-25
2811,Cliente 2811,F,1990-03-27
2812,Cliente 2812,F,1990-03-30
2813,Cliente 2813,M,1990-04-01
2814,Cliente 2814,F,1990-04-04
2815,Cliente 2815,F,1990-04-07
2816,Cliente 2816,F,1990-04-09
2817,Cliente 2817,M,1990-04-12
2818,Cliente 2818,F,1990-04-15
2819,Cliente 2819,M,1990-04-17
2820,Cliente 2820,F,1990-04-20
2821,Cliente 2821,M,1990-04-22
2822,Cliente 2822,F,1990-04-25
2823,Cliente 2823,M,1990-04-28
2824,Cliente 2824,F,1990-04-30
2825,Cliente 2825,F,1990-05-03
2826,Cliente 2826,M,1990-05-06
2827,Cliente 2827,M,1990-05-08
2828,Cliente 2828,F,1990-05-11
2829,Cliente 2829,F,1990-05-13
2830,Cliente 2830,M,1990-05-16
2831,Cliente 2831,F,1990-05-19
2832,Cliente 2832,M,1990-05-21
2833,Cliente 2833,F,1990-05-24
2834,Cliente 2834,M,1990-05-27
2835,Cliente 2835,M,1990-05-29
2836,Cliente 2836,F,1990-06-01
2837,Cliente 2837,F,1990-06-04
2838,Cliente 2838,F,1990-06-06
2839,Cliente 2839,F,1990-06-09
2840,Cliente 2840,F,1990-06-11
2841,Cliente 2841,F,1990-06-14
2842,Cliente 2842,F,1990-06-17
2843,Cliente 2843,F,1990-06-19
2844,Cliente 2844,F,1990-06-22
2845,Cliente 2845,F,1990-06-25
2846,Cliente 2846,F,1990-06-27
2847,Cliente 2847,F,1990-06-30
2848,Cliente 2848,M,1990-07-02
2849,Cliente 2849,M,1990-07-05
2850,Cliente 2850,F,1990-07-08
2851,Cliente 2851,F,1990-07-10
2852,Cliente 2852,F,1990-07-13
2853,Cliente 2853,F,1990-07-16
2854,Cliente 2854,M,1990-07-18
2855,Cliente 2855,F,1990-07-21
2856,Cliente 2856,M,1990-07-24
2857,Cliente 2857,F,1990-07-26
2858,Cliente 2858,M,1990-07-29
2859,Cliente 2859,F,1990-07-31
2860,Cliente 2860,M,1990-08-03
2861,Cliente 2861,F,1990-08-06
2862,Cliente 2862,M,1990-08-08
2863,Cliente 2863,F,1990-08-11
2864,Cliente 2864,F,1990-08-14
2865,Cliente 2865,M,1990-08-16
2866,Cliente 2866,F,1990-08-19
2867,Cliente 2867,F,1990-08-21
2868,Cliente 2868,F,1990-08-24
2869,Cliente 2869,F,1990-08-27
2870,Cliente 2870,M,1990-08-29
2871,Cliente 2871,F,1990-09-01
2872,Cliente 2872,F,1990-09-04
2873,Cliente 2873,F,1990-09-06
2874,Cliente 2874,F,1990-09-09
2875,Cliente 2875,F,1990-09-11
2876,Cliente 2876,F,1990-09-14
2877,Cliente 2877,F,1990-09-17
2878,Cliente 2878,F,1990-09-19
2879,Cliente 2879,F,1990-09-22
2880,Cliente 2880,M,1990-09-25
2881,Cliente 2881,F,1990-09-27
2882,Cliente 2882,F,1990-09-30
2883,Cliente 2883,M,1990-10-03
2884,Cliente 2884,F,1990-10-05
2885,Cliente 2885,M,1990-10-08
2886,Cliente 2886,F,1990-10-10
2887,Cliente 2887,F,1990-10-13
2888,Cliente 2888,F,1990-10-16
2889,Cliente 2889,F,1990-10-18
2890,Cliente 2890,M,1990-10-21
2891,Cliente 2891,F,1990-10-24
2892,Cliente 2892,F,1990-10-26
